346410456	2	-1
345758226	1	-1
344948570	2	-2
343432886	1	-1
340864641	1	-1
334275515	2	-2
333331140	3	-2
330472742	1	-2
330003582	2	-2
328757072	1	-1
326163355	2	-2
325221943	1	-2
325202461	2	-2
325066323	1	-2
325064812	2	-1
325059904	2	-2
324506972	2	-2
322549711	4	-3
322244512	1	-1
322172614	2	-4
322129322	2	-1
321771097	2	-2
321686089	3	-2
321672257	2	-3
321427569	1	-2
320324361	2	-2
318734952	3	-2
317293575	2	-3
316296850	2	-2
316045361	2	-2
313912421	2	-1
313111934	3	-3
312987820	2	-2
311752165	1	-1
310747738	1	-2
310233681	2	-1
308967076	2	-2
308616828	2	-2
307838173	1	-1
306029015	2	-2
305623807	2	-2
305310856	1	-1
304517052	2	-2
303932334	2	-2
303590990	1	-2
303304133	1	-3
302959470	1	-1
302903613	2	-1
302829369	1	-2
302437041	1	-2
302010892	1	-1
299898613	1	-2
299287416	2	-3
299137545	2	-2
299055812	1	-1
298914989	2	-2
297629557	1	-1
297404768	2	-2
297216071	2	-2
296224157	2	-1
296138106	1	-2
295258249	2	-2
295079135	2	-2
294784033	2	-3
294322912	2	-1
294103557	1	-3
293991692	1	-1
293921525	3	-2
293802518	2	-1
293314657	1	-2
292729592	1	-1
292611979	1	-1
292195102	3	-2
292061036	1	-1
291505748	2	-2
291407595	2	-1
290954105	2	-2
290928904	3	-1
290602519	3	-3
290183463	2	-2
288450976	1	-2
287664167	1	-2
287310107	2	-2
287263827	2	-2
286777793	3	-1
285326109	2	-1
285208713	2	-2
284884237	1	-2
284372968	1	-2
284318691	2	-1
283054622	3	-2
282738167	1	-1
282734652	4	-1
282477482	3	-2
282109234	4	-2
281953074	1	-1
281692839	3	-2
281278296	2	-2
281223910	2	-2
280991245	2	-1
280632653	2	-2
280134956	2	-2
279962247	1	-2
279701707	2	-2
279651112	2	-3
279602436	1	-2
279213439	1	-2
279212895	1	-2
279189510	1	-2
277653091	1	-1
277126973	1	-1
275980782	1	-2
275110544	3	-4
274905594	2	-2
273696662	1	-2
272291611	3	-1
271214387	2	-1
270440408	3	-1
269513172	1	-1
269424340	1	-2
267934794	2	-2
267805554	1	-1
267011298	3	-2
266352178	2	-2
265958821	2	-2
265765465	1	-3
265029858	1	-1
263801062	2	-2
263026226	1	-4
262226874	3	-4
261468654	2	-2
261436601	2	-2
260049454	2	-1
259833683	1	-2
259175395	1	-2
259115217	1	-1
258989536	4	-1
258910328	1	-3
258762965	2	-2
258421206	1	-2
258398456	3	-3
258317804	2	-2
257412741	1	-2
256913242	2	-1
256843124	2	-1
256833517	1	-2
256046296	2	-2
255517870	1	-1
254504215	2	-3
253207780	2	-3
252179245	2	-2
251757441	2	-2
251073603	3	-1
250831143	1	-1
250612825	3	-2
250477533	2	-1
250059957	1	-1
249179300	2	-2
248554980	1	-1
248214797	1	-1
248214749	2	-2
247989347	2	-1
246636813	2	-3
246435410	2	-1
246207043	4	-2
246136311	2	-2
245891026	1	-2
245670111	1	-2
245628623	1	-2
245488234	2	-2
245158131	2	-3
244650836	2	-2
244503911	3	-2
244499886	2	-2
244022046	2	-1
242564375	1	-2
242003148	3	-3
241782652	2	-2
240507885	2	-2
240304451	2	-2
240143497	2	-2
239972546	2	-2
239946830	2	-2
239827224	2	-1
239319737	3	-2
237988248	2	-1
237597945	3	-2
237007213	3	-3
236969001	3	-2
236256114	1	-2
235819457	2	-2
234839336	1	-2
233654466	1	-1
233362226	2	-2
231759792	3	-1
231621684	2	-2
231304294	2	-2
230917969	2	-1
230324516	2	-2
229784524	1	-1
229597916	1	-3
229511168	3	-3
229390021	1	-2
228943997	1	-2
228613625	2	-2
228524644	3	-1
228313290	1	-1
227959557	2	-2
226784075	2	-3
226132870	1	-2
225917491	2	-2
225686503	2	-2
224811575	2	-2
223693982	2	-2
222261651	2	-2
220970085	2	-2
220962691	1	-3
220675667	2	-3
219556535	2	-1
219121541	3	-2
219065238	1	-1
216531451	1	-1
215498729	3	-2
215408748	2	-3
212683705	2	-1
212561281	2	-2
209783448	2	-3
209539011	2	-3
209200929	3	-1
208194713	1	-1
206648853	1	-1
206301073	3	-2
205414349	2	-2
205284645	2	-2
204001341	2	-2
200649517	2	-1
200102906	1	-2
200099719	1	-1
199014739	2	-1
197743453	2	-2
197685197	3	-1
197610188	1	-1
196733546	2	-2
196733110	2	-2
196492658	2	-3
196358059	2	-1
196245694	2	-1
196225588	3	-2
196141871	1	-3
196083716	1	-1
196053054	2	-2
196002270	1	-3
194639561	1	-1
193618728	3	-2
193618723	1	-1
193618721	1	-1
193618720	1	-1
193618719	1	-1
193618715	1	-1
193618709	1	-1
193618707	1	-1
193618705	1	-1
193618702	1	-1
193618651	2	-1
193618650	1	-1
193618648	1	-1
193618647	1	-1
193618645	1	-2
193618642	2	-1
193618517	2	-2
193618514	1	-1
193618509	3	-3
193618507	1	-1
193618502	1	-1
193618500	2	-3
193618499	1	-1
193618497	1	-1
193618495	1	-1
193618494	2	-2
193618490	1	-1
193618489	2	-1
193618488	1	-1
193618487	1	-1
193618480	2	-1
193618474	1	-2
193618467	1	-1
193618464	1	-1
193618450	2	-1
193618448	1	-2
