349687554	3	-2
349644129	1	-2
349586900	2	-3
349564124	2	-3
349438568	2	-1
349364608	2	-1
348952175	1	-1
348838543	2	-1
348547174	1	-2
347639351	1	-1
347536569	2	-2
347526227	2	-3
347093498	1	-1
345924137	2	-2
345891960	2	-3
345399817	1	-3
345359251	1	-1
345354239	2	-2
345324513	1	-1
344999054	1	-1
344420602	2	-1
344191320	2	-1
343728618	2	-2
343478159	2	-2
343424249	1	-1
343377638	2	-2
343292606	2	-1
343248480	1	-2
342940094	2	-2
342703557	2	-2
342495774	2	-2
342406741	2	-2
342140374	1	-2
342133475	2	-2
342123502	2	-3
342107821	3	-2
342091649	2	-2
341720613	1	-2
341693580	1	-1
341691064	1	-1
341582148	2	-3
341418092	2	-2
341335772	1	-1
340883541	3	-2
340749995	2	-2
340347935	1	-1
339622919	2	-3
339581770	2	-2
339580245	2	-3
339157756	2	-2
338763411	2	-2
338741754	1	-3
338447972	1	-1
338037947	2	-2
337977777	1	-1
337681891	1	-1
337636430	2	-2
337593763	2	-2
337045177	2	-1
337036470	2	-3
336812118	2	-2
336781727	1	-2
336409775	2	-2
336390569	2	-2
336010497	2	-1
336007737	2	-1
335920080	2	-1
335572264	2	-2
335545893	3	-2
335502529	3	-3
335142352	2	-2
334221240	2	-2
334216332	3	-2
333782530	1	-2
333659522	2	-2
332992209	2	-2
332950521	1	-2
332949861	2	-3
332883565	1	-2
332869756	2	-3
332840677	2	-3
332672674	1	-3
332595797	2	-2
332380470	2	-3
332056879	1	-2
331827240	3	-3
331499519	2	-2
331428150	1	-1
331285751	2	-2
330980551	1	-1
330909704	1	-2
330808387	1	-2
330752208	3	-2
330750432	2	-2
330472819	1	-1
330462584	4	-3
330452564	1	-2
330375908	2	-2
330024475	2	-2
330007746	3	-2
329866951	2	-2
329691298	1	-2
329608221	2	-2
329575356	2	-2
329261281	1	-2
329195786	1	-1
328938911	1	-1
328899891	1	-1
328802138	1	-1
328801868	1	-2
328786562	1	-1
328772868	1	-1
328765940	1	-2
328725348	1	-2
328490868	1	-2
328376607	1	-1
328238964	1	-1
327967377	2	-2
327924679	2	-1
327537206	2	-1
327418391	1	-2
327384309	2	-2
327116162	3	-3
326703941	3	-3
326616827	2	-2
326327349	1	-3
