349181771	2	-4
349060365	3	-3
348929614	2	-1
348904395	1	-3
348509238	3	-2
348258948	3	-2
348023929	1	-2
347266116	1	-1
347238572	1	-1
346869480	3	-2
346783173	2	-3
345885585	2	-2
345567662	3	-3
345402975	1	-2
344633127	2	-2
344503398	2	-3
343334215	1	-1
343208764	3	-3
342587051	2	-1
342570836	2	-4
342451609	1	-4
342295673	3	-3
342167477	2	-2
341742442	1	-3
341603329	1	-1
341422745	2	-2
341378944	3	-2
341310357	2	-2
341287710	3	-2
341287242	2	-2
341216502	3	-2
341008567	2	-2
340987258	1	-1
340919929	2	-2
340880836	1	-3
340797703	2	-3
340602120	1	-1
340305663	2	-2
340247849	2	-3
340244614	1	-1
340176131	1	-2
340096624	2	-3
339817341	2	-3
339403858	2	-2
339321599	2	-1
339187273	2	-3
338538164	2	-2
337916881	2	-2
337880584	2	-4
337336768	2	-2
337219890	2	-3
337209809	2	-2
337110992	3	-2
336203215	2	-2
336163360	2	-3
336136913	2	-3
336081995	1	-1
335514928	2	-3
335513892	2	-1
335344594	3	-2
335228005	1	-2
334901066	2	-3
334572211	1	-4
334354047	1	-2
334234243	3	-3
333994074	2	-2
333963701	2	-2
333951453	1	-2
333919226	2	-1
333329604	2	-2
333054483	2	-2
332709549	1	-2
332524555	1	-2
332500667	2	-3
332056974	3	-2
331783057	2	-2
331737039	1	-2
331681666	2	-3
331508244	2	-2
331314133	1	-2
331092939	3	-2
330886407	3	-3
330848010	2	-3
330838370	1	-2
330383219	2	-2
330326815	2	-3
329849922	2	-2
329764895	2	-2
329741795	1	-3
329437002	2	-3
329291903	1	-3
329123439	1	-2
329057322	1	-1
329032998	2	-2
328912053	2	-1
328900636	3	-2
328759508	2	-4
328365116	2	-2
327942230	2	-3
327790195	2	-1
327625636	1	-1
327320529	2	-2
327252887	2	-2
327211181	2	-2
327122935	2	-2
326844294	1	-3
326751628	1	-3
326746091	2	-2
326724438	1	-2
326700789	3	-3
326326336	1	-1
326144111	3	-2
325590125	1	-4
325454613	2	-2
325303242	2	-1
324948402	1	-2
324930474	2	-3
324900370	3	-4
324859721	3	-3
324538383	2	-3
324478763	2	-2
324239037	1	-2
324216451	3	-2
323976407	2	-1
323487678	1	-3
323306622	2	-2
323227033	2	-3
323040627	2	-2
322949131	1	-1
322530124	3	-2
322522925	2	-2
322450679	2	-2
322079790	2	-3
322020423	2	-3
321998060	1	-2
321944950	1	-2
321447475	1	-2
321432860	2	-3
321380466	2	-2
321277326	2	-2
321196870	1	-1
321065749	1	-2
320547656	1	-2
320314546	2	-2
320127054	2	-2
319848917	2	-2
319742840	2	-1
319400781	2	-4
319379342	3	-2
318877433	1	-4
318818130	2	-2
318596569	1	-2
318455681	2	-3
318398943	1	-2
318359847	4	-2
318164312	2	-2
317895277	3	-3
317821563	3	-3
317403817	3	-3
317220781	2	-1
317146694	3	-2
317090537	2	-2
316586222	1	-1
316512119	2	-1
316475814	1	-2
316474501	3	-2
316298960	2	-3
316229028	3	-3
316078996	2	-3
315932774	2	-2
315837895	2	-2
315551817	1	-3
315400729	2	-3
315245228	2	-1
315219726	1	-1
314576737	3	-4
314337008	1	-2
314166948	2	-2
314127331	1	-1
314079712	2	-3
313898995	2	-3
313602622	3	-4
313507845	1	-1
313127891	1	-2
313076782	3	-2
312674992	2	-2
312663955	3	-3
312605062	2	-1
312504055	2	-2
312455869	3	-3
312255830	2	-3
312185240	3	-1
312146647	2	-3
311918915	3	-3
311722412	2	-2
311277447	3	-2
311090797	1	-2
311070048	2	-2
311021401	1	-2
311013276	2	-2
310962298	1	-4
310946657	1	-2
310806555	3	-2
310719110	3	-4
310335584	2	-1
310255189	1	-2
310145485	1	-1
309977859	1	-2
309911395	1	-2
309853231	2	-2
309853029	3	-3
309428344	3	-2
308994208	1	-2
308852236	1	-2
308414616	3	-3
308403948	3	-3
308331538	1	-1
308186516	2	-2
308122876	2	-3
308024416	1	-3
307808207	1	-2
307781735	2	-2
307436541	1	-2
306717552	2	-2
306716096	3	-2
306469957	2	-2
306420697	1	-3
306246018	2	-3
306196252	1	-3
306068048	3	-2
306066913	1	-2
306049832	2	-2
305793205	2	-2
305579751	2	-2
305523597	2	-2
305453901	3	-3
305270622	1	-2
304832519	3	-3
304452589	3	-2
304339051	2	-1
304155179	1	-2
304152012	1	-3
303653832	1	-3
303577664	1	-3
303276766	1	-1
303205292	3	-3
303088216	2	-2
302994318	3	-2
302902460	3	-2
302749773	2	-3
302290508	2	-3
302174337	2	-1
302173340	2	-3
302143823	1	-1
302075513	2	-2
301942171	2	-2
301624864	2	-3
301533277	2	-2
301382585	3	-2
301210630	2	-2
301055681	2	-2
300964019	2	-2
300869991	1	-3
300845304	2	-2
300309173	2	-1
300157723	2	-2
300008357	2	-2
299885264	1	-1
299572469	1	-1
299479451	1	-3
299279939	1	-1
299066524	2	-1
298567973	3	-4
298393097	2	-3
