issueId,pos,neg,reaction_pos,reaction_neg,reaction
335798744,1,-1,1,0,1
335793321,1,-1,1,0,1
335781962,1,-2,1,0,1
335768302,1,-1,1,0,1
335764436,2,-2,1,0,1
335764084,1,-1,1,0,1
335759788,2,-1,2,0,2
335758286,2,-3,1,0,1
335756231,2,-3,1,0,1
335752513,2,-1,5,0,5
335749422,2,-1,1,0,1
335748946,1,-2,4,0,4
335745972,1,-1,1,0,1
335731142,1,-2,4,0,4
335723182,3,-2,1,0,1
335657590,2,-2,1,0,1
335617250,2,-1,3,0,3
335575269,1,-1,1,0,1
335419723,2,-2,2,0,2
335361857,3,-4,2,0,2
335339845,3,-1,2,0,2
335269335,3,-2,1,0,1
335223009,1,-2,10,0,10
335215608,2,-1,6,0,6
335195624,2,-2,1,0,1
335146775,3,-2,1,0,1
335140667,2,-2,3,0,3
335130392,2,-1,3,0,3
335038881,1,-1,3,0,3
335010953,2,-1,85,0,85
334969589,3,-2,1,0,1
334925783,1,-3,1,0,1
334893895,2,-2,1,0,1
334850828,2,-3,4,0,4
334843713,2,-1,2,0,2
334694677,2,-1,2,0,2
334636758,1,-1,4,0,4
334612189,1,-1,2,0,2
334600439,2,-1,27,0,27
334588314,1,-2,3,0,3
334477549,2,-1,1,0,1
334459647,1,-1,1,0,1
334412542,2,-1,4,0,4
334380749,2,-1,1,0,1
334347117,3,-2,8,0,8
334338490,2,-1,1,0,1
334317155,2,-2,2,0,2
334313053,2,-3,1,0,1
334301958,1,-1,1,0,1
334277278,2,-2,1,0,1
334260579,3,-2,5,0,5
334244401,1,-1,1,0,1
334231544,1,-2,1,0,1
334192700,1,-4,1,0,1
334151999,2,-2,1,0,1
334125226,2,-2,2,0,2
334100119,1,-2,6,0,6
334092251,1,-1,1,0,1
334047444,2,-2,1,0,1
334039297,3,-2,1,0,1
333983039,2,-2,1,0,1
333886266,2,-1,1,0,1
333845515,2,-2,1,0,1
333718749,2,-1,1,0,1
333704019,1,-1,2,0,2
333688139,2,-3,1,0,1
333656249,3,-2,3,0,3
333618798,2,-2,1,0,1
333579047,2,-2,1,0,1
333569432,2,-2,1,0,1
333539424,2,-2,9,0,9
333532095,2,-2,1,0,1
333504842,3,-2,1,0,1
333485573,3,-2,1,0,1
333422058,1,-1,1,0,1
333361403,1,-3,1,0,1
333290635,2,-1,5,0,5
333175822,2,-2,17,0,17
333161629,2,-2,5,0,5
333087793,3,-1,2,0,2
333050911,2,-1,2,0,2
333044103,2,-2,1,0,1
333029061,3,-2,12,0,12
333019736,2,-1,4,0,4
332992595,2,-2,1,0,1
332968543,1,-2,1,0,1
332959391,2,-1,2,0,2
332959232,2,-2,7,0,7
332930547,2,-2,5,0,5
332852801,2,-2,1,0,1
332781936,3,-2,1,0,1
332756282,2,-2,1,0,1
332723454,1,-3,3,0,3
332721149,1,-1,6,0,6
332676270,2,-2,9,0,9
332662813,2,-3,1,0,1
332654244,2,-1,3,0,3
332651250,3,-3,9,0,9
332601077,2,-2,1,0,1
332598485,2,-1,2,0,2
332576093,2,-2,1,0,1
332575552,2,-1,1,0,1
332574770,2,-2,1,0,1
332352808,2,-1,0,3,-3
332348476,3,-1,3,0,3
332334190,2,-2,1,0,1
332306327,3,-4,2,0,2
332297999,1,-1,1,0,1
332238113,2,-1,11,0,11
332237903,3,-2,1,0,1
332159512,2,-2,1,0,1
332111698,2,-2,1,0,1
332111605,2,-2,14,0,14
332048729,2,-1,8,0,8
332042663,2,-2,4,0,4
331861079,2,-2,2,0,2
331849674,2,-2,1,0,1
331828645,2,-1,2,0,2
331790372,1,-2,1,0,1
331600268,3,-3,2,0,2
331599582,3,-2,1,0,1
331575323,2,-2,4,0,4
331513593,2,-3,1,0,1
331460012,2,-2,1,0,1
331448200,2,-2,0,2,-2
331434630,2,-2,1,0,1
331270478,2,-3,6,0,6
331241504,3,-2,4,0,4
331211140,1,-1,1,0,1
331206592,2,-2,5,0,5
331202621,2,-2,1,0,1
331186458,1,-2,1,0,1
331085835,2,-2,1,0,1
331083421,3,-2,1,0,1
331043084,2,-2,1,0,1
330998904,2,-2,3,0,3
330997888,2,-3,1,0,1
330913652,2,-2,1,0,1
330905944,2,-2,2,0,2
330902379,2,-1,3,0,3
330900899,2,-2,2,0,2
330890879,3,-1,1,0,1
330879835,2,-1,1,0,1
330867869,3,-2,1,0,1
330849394,2,-1,1,0,1
330845726,3,-2,1,0,1
330807170,3,-2,1,0,1
330804595,2,-2,13,0,13
330768234,3,-2,66,0,66
330751641,3,-2,2,0,2
330679629,2,-2,2,2,0
330668146,2,-2,7,0,7
330653293,2,-2,3,0,3
330591207,1,-2,1,0,1
330582592,1,-1,1,0,1
330569805,1,-1,0,2,-2
330539882,1,-1,4,0,4
330512307,3,-3,0,2,-2
330477867,2,-2,1,0,1
330475886,2,-1,1,0,1
330472756,3,-1,2,0,2
330419759,2,-2,2,0,2
330385023,2,-2,1,0,1
330381096,2,-2,2,0,2
330372314,2,-1,1,0,1
330344784,1,-2,2,0,2
330328704,2,-1,9,0,9
330256820,3,-2,2,0,2
330226255,2,-2,7,0,7
330212258,2,-3,1,0,1
330206569,2,-2,3,0,3
330197642,2,-3,2,0,2
330180431,2,-2,2,0,2
330179380,1,-2,3,0,3
330178787,2,-2,4,0,4
330175008,1,-3,1,0,1
330095244,2,-1,2,0,2
330050502,2,-2,5,0,5
329990673,2,-3,6,0,6
329941424,2,-3,1,0,1
329915710,1,-1,1,0,1
329834094,1,-1,0,3,-3
329827679,3,-2,0,6,-6
329780029,3,-3,1,0,1
329751033,1,-2,3,0,3
329711861,1,-1,19,0,19
329644092,1,-2,1,0,1
329622113,1,-2,5,0,5
329600901,1,-1,0,3,-3
329560960,2,-2,10,0,10
329442490,2,-2,1,0,1
329407509,1,-2,1,0,1
329366206,2,-2,13,0,13
329291509,1,-1,194,11,183
329207207,2,-2,1,0,1
329173048,1,-1,1,0,1
329114972,1,-1,234,23,211
329094759,2,-1,0,2,-2
329070940,2,-2,1,0,1
328921424,1,-1,0,18,-18
328834412,1,-2,1,0,1
328826976,2,-1,1,0,1
328816516,2,-2,1,0,1
328785502,1,-2,1,0,1
328760872,3,-5,2,0,2
328747575,3,-2,1,0,1
328741235,2,-2,1,0,1
328658441,1,-1,1,0,1
328633811,3,-5,1,0,1
328615537,1,-1,1,0,1
328594082,2,-2,1,0,1
328578080,2,-2,1,0,1
328515590,1,-2,2,0,2
328508334,1,-2,1,0,1
328467388,2,-1,1,0,1
328463846,1,-1,4,0,4
328407973,1,-2,1,0,1
328373412,1,-2,0,2,-2
328237687,1,-1,1,0,1
328063655,1,-2,1,0,1
328062289,1,-1,26,0,26
327997349,1,-1,10,0,10
327868659,2,-1,2,0,2
327844798,1,-1,1,0,1
327767663,3,-2,2,0,2
327767323,2,-1,2,0,2
327766372,2,-1,1,0,1
327585280,3,-1,2,0,2
327571340,2,-2,4,0,4
327536412,3,-3,2,0,2
327533289,3,-2,2,0,2
327472886,1,-2,1,0,1
327425031,1,-2,1,0,1
327424689,1,-2,2,0,2
327396102,2,-1,2,0,2
327376616,1,-2,1,0,1
327350208,2,-1,2,0,2
327342705,1,-1,1,0,1
327298940,2,-1,3,0,3
327289994,1,-2,1,0,1
327262569,2,-1,2,0,2
327258400,2,-2,3,2,1
327237066,2,-3,1,0,1
327230785,2,-1,1,0,1
327230382,2,-2,1,0,1
327206235,1,-1,2,0,2
327192009,3,-1,1,0,1
327072112,1,-1,2,0,2
326867231,2,-1,1,0,1
326805231,2,-1,2,0,2
326782017,2,-1,0,18,-18
326756171,1,-2,1,0,1
326746352,1,-2,1,0,1
326694445,2,-2,1,0,1
326674246,2,-2,1,0,1
326666957,2,-2,2,0,2
326628623,1,-2,0,2,-2
326614640,1,-2,4,0,4
326577256,2,-2,1,0,1
326574575,3,-4,2,0,2
326564016,2,-2,1,0,1
326478337,3,-1,1,0,1
326466121,2,-2,1,0,1
326454707,1,-2,1,0,1
326449505,1,-2,1,0,1
326443354,2,-2,1,0,1
326438030,2,-2,2,0,2
326433269,2,-2,2,0,2
326397392,1,-2,3,0,3
326394895,1,-1,1,0,1
326368429,1,-1,3,0,3
326311434,1,-3,1,0,1
326304188,2,-2,1,0,1
326296112,2,-5,2,0,2
326274277,3,-2,7,0,7
326226676,3,-2,2,0,2
326097864,3,-2,1,0,1
326038311,2,-3,0,2,-2
325815898,2,-1,2,0,2
325814077,2,-3,5,0,5
325798767,3,-2,1,0,1
325690870,2,-1,1,0,1
325669724,3,-3,2,0,2
325573150,2,-2,1,0,1
325567407,2,-1,1,0,1
325565776,1,-2,0,3,-3
325528483,2,-1,5,0,5
325444161,2,-2,2,0,2
325403365,2,-2,2,0,2
325378167,3,-1,6,0,6
325284454,2,-3,1,0,1
325174645,1,-2,12,0,12
325148256,2,-2,1,0,1
325089771,2,-1,97,30,67
325070392,1,-1,7,0,7
324913567,2,-2,1,0,1
324913058,3,-2,1,0,1
324857421,3,-2,4,0,4
324716809,2,-1,3,0,3
324681226,2,-3,1,0,1
324661168,1,-2,1,0,1
324659637,2,-1,2,0,2
324655080,2,-3,1,0,1
324591315,2,-4,11,0,11
324519669,2,-1,1,0,1
324518109,2,-1,1,0,1
324517126,3,-2,4,0,4
324464415,2,-2,1,0,1
324455004,3,-3,2,0,2
324365262,2,-2,1,0,1
324364016,3,-1,1,0,1
324328682,2,-1,1,0,1
324244640,2,-2,6,0,6
324153073,1,-2,3,0,3
324146668,3,-1,5,0,5
324134139,2,-2,1,0,1
324094896,2,-2,3,0,3
324034970,4,-2,10,0,10
324030021,2,-2,2,0,2
323949249,2,-1,1,0,1
323823803,2,-2,3,0,3
323814185,1,-2,1,0,1
323779967,3,-1,3,0,3
323769717,3,-2,4,0,4
323649731,2,-2,1,0,1
323622821,3,-3,1,0,1
323545505,2,-1,1,0,1
323541577,1,-2,1,0,1
323466922,2,-3,5,0,5
323405153,1,-1,1,0,1
323308151,2,-1,7,0,7
323307505,1,-2,5,0,5
323306773,2,-1,40,0,40
323254717,3,-3,2,0,2
323180374,3,-2,1,0,1
323162309,2,-3,6,0,6
323115120,2,-1,7,0,7
322951835,4,-4,9,0,9
322940363,1,-1,1,0,1
322906841,2,-1,2,0,2
322870677,1,-2,1,0,1
322866424,3,-2,1,0,1
322831507,2,-2,4,0,4
322789630,3,-1,1,0,1
322783842,2,-1,0,2,-2
322695791,2,-1,2,0,2
322642709,2,-2,0,3,-3
322640816,2,-2,2,0,2
322638201,3,-3,3,0,3
322603632,1,-2,2,0,2
322594590,1,-1,1,0,1
322583830,2,-2,3,0,3
322539693,2,-5,1,0,1
322531595,1,-1,1,0,1
322487379,2,-2,3,0,3
322471335,3,-2,3,0,3
322341160,2,-2,1,0,1
322305919,3,-2,1,0,1
322216363,3,-1,27,0,27
322174749,2,-2,1,0,1
322152279,3,-1,4,0,4
322148466,4,-2,1,0,1
322132004,1,-1,4,0,4
322029626,2,-2,3,0,3
322020865,1,-2,1,0,1
321990240,2,-2,1,0,1
321938042,2,-2,1,0,1
321834437,2,-1,1,0,1
321755897,1,-1,2,0,2
321716952,2,-4,1,0,1
321716657,2,-1,1,0,1
321652100,2,-1,1,0,1
321553222,2,-1,1,0,1
321491734,2,-2,1,0,1
321450520,3,-2,1,0,1
321433935,1,-2,9,0,9
321381384,2,-2,3,0,3
321329239,2,-2,1,0,1
321271854,2,-1,1,0,1
321236449,1,-1,1,0,1
321192492,2,-3,1,0,1
321178056,3,-2,2,0,2
321138720,2,-2,1,0,1
321099714,2,-1,1,0,1
321079943,1,-1,16,0,16
321060338,3,-1,59,0,59
321043974,1,-2,1,0,1
320998057,2,-2,1,0,1
320997180,1,-1,3,0,3
320911338,1,-1,2,0,2
320905698,2,-3,2,0,2
320893335,2,-2,5,0,5
320878068,3,-2,6,0,6
320867509,2,-1,2,0,2
320832726,3,-3,4,0,4
320829350,4,-2,5,0,5
320812172,1,-1,6,0,6
320779528,2,-2,4,0,4
320774358,2,-2,4,0,4
320747063,2,-2,1,0,1
320727118,2,-2,2,0,2
320706903,2,-1,1,0,1
320706766,2,-2,6,0,6
320703514,1,-1,9,0,9
320702987,3,-1,4,0,4
320676075,1,-3,3,0,3
320647869,2,-2,24,0,24
320643564,4,-2,4,0,4
320599722,2,-2,2,0,2
320593954,2,-2,7,0,7
320575741,2,-2,1,0,1
320574935,2,-2,2,0,2
320547387,3,-2,2,0,2
320545126,1,-2,2,0,2
320506266,3,-1,3,0,3
320479142,1,-3,1,0,1
320396546,2,-2,2,0,2
320383733,3,-2,1,0,1
320355389,2,-2,1,0,1
320342514,3,-2,2,0,2
320330650,1,-1,1,0,1
320308370,2,-2,2,0,2
320307662,1,-1,1,0,1
320287874,2,-2,1,0,1
320281039,2,-3,2,0,2
320246435,2,-2,3,0,3
320231102,3,-2,1,0,1
320202608,2,-2,1,0,1
320201486,3,-1,3,0,3
320173729,1,-1,1,0,1
320156433,1,-2,13,0,13
320152758,3,-2,5,0,5
320142931,3,-2,1,0,1
320131315,2,-2,9,0,9
320131164,2,-2,35,0,35
320130914,1,-2,31,0,31
320130644,1,-3,45,0,45
320130048,3,-2,3,0,3
320116534,1,-1,0,2,-2
320102672,2,-2,1,0,1
320100084,1,-2,6,0,6
320077435,2,-2,5,0,5
320066827,2,-2,2,0,2
320004403,1,-1,1,0,1
319988292,2,-1,1,0,1
319887802,2,-1,2,0,2
319862636,3,-2,5,0,5
319827758,3,-1,1,0,1
319816822,4,-3,11,0,11
319811903,1,-2,1,0,1
319808633,3,-1,10,0,10
319781193,2,-1,0,15,-15
319736182,2,-2,4,0,4
319622134,2,-2,3,0,3
319556289,3,-1,2,0,2
319489912,1,-2,1,0,1
319451262,3,-1,2,0,2
319445522,2,-1,5,0,5
319432945,2,-1,1,0,1
319366903,1,-2,2,0,2
319353805,2,-2,17,0,17
319324373,1,-1,2,0,2
319233925,2,-2,1,0,1
319229502,2,-2,1,0,1
319126116,2,-1,1,0,1
319082218,1,-1,1,0,1
318996409,1,-1,1,0,1
318857205,2,-3,1,0,1
318848055,2,-1,2,0,2
318816069,2,-2,9,0,9
318742556,3,-1,1,0,1
318689370,2,-2,1,0,1
318669900,2,-2,1,0,1
318664776,2,-2,1,0,1
318598409,2,-2,3,0,3
318597749,2,-1,1,0,1
318584493,2,-2,1,0,1
318579058,2,-1,3,0,3
318422464,3,-2,1,0,1
318384550,2,-2,1,0,1
318344254,2,-1,5,0,5
318336491,2,-2,2,0,2
318287773,2,-2,1,0,1
318203997,1,-4,14,2,12
318110989,2,-1,1,0,1
318109917,3,-1,1,0,1
318016187,2,-2,1,0,1
317943477,1,-2,1,0,1
317939853,2,-2,3,0,3
317869050,1,-2,1,0,1
317794077,2,-2,6,0,6
317749683,2,-1,4,0,4
317746883,2,-2,7,0,7
317714024,1,-2,1,0,1
317622810,1,-2,1,0,1
317597155,2,-2,1,0,1
317567867,2,-1,3,0,3
317523964,3,-1,3,0,3
317426062,2,-3,1,0,1
317323407,2,-2,2,0,2
317245756,2,-2,1,0,1
317217541,3,-1,5,0,5
317212068,2,-1,2,0,2
317206058,1,-1,1,0,1
317201598,2,-2,1,0,1
317171264,1,-1,1,0,1
317165777,1,-2,2,0,2
317143544,2,-2,1,0,1
317129639,2,-3,1,0,1
317129487,2,-3,1,0,1
317114969,2,-2,1,0,1
316998601,1,-1,7,0,7
316973103,1,-1,1,0,1
316940168,3,-3,6,0,6
316877694,2,-1,5,0,5
316818982,2,-1,1,0,1
316784227,2,-1,1,0,1
316706126,2,-2,2,0,2
316566692,2,-1,21,0,21
316560582,2,-2,1,0,1
316539507,3,-2,22,0,22
316514824,2,-1,1,0,1
316470571,2,-2,1,0,1
316372803,3,-2,2,0,2
316311483,1,-1,9,0,9
316302396,2,-2,1,0,1
316284295,1,-2,0,2,-2
316273513,2,-2,1,0,1
316094893,2,-2,1,0,1
316094812,2,-1,1,0,1
316079429,1,-1,1,0,1
315824943,2,-3,3,0,3
315788327,3,-2,5,0,5
315782628,1,-2,3,0,3
315733888,1,-1,1,0,1
315729137,2,-3,1,0,1
315511059,2,-3,1,0,1
315485983,2,-2,2,0,2
315450582,1,-2,2,0,2
315401365,1,-2,0,2,-2
315330260,2,-1,2,0,2
315305606,2,-2,4,0,4
315240282,1,-1,1,0,1
315138426,1,-1,1,0,1
315045423,2,-2,1,0,1
314952258,1,-1,9,0,9
314873143,2,-1,0,3,-3
314804720,3,-4,2,0,2
314789130,3,-2,3,0,3
314776456,1,-1,1,0,1
314775681,1,-2,2,0,2
314690166,2,-2,5,0,5
314670187,2,-1,7,0,7
314646677,3,-1,4,0,4
314534782,3,-2,2,0,2
314532911,2,-2,9,0,9
314525456,2,-1,1,0,1
314517878,2,-2,2,0,2
314514816,2,-3,2,0,2
314477697,1,-2,1,0,1
314447132,2,-1,2,0,2
314405755,2,-2,7,0,7
314403684,2,-1,1,0,1
314403137,3,-1,1,0,1
314394985,2,-1,0,2,-2
314370574,2,-2,1,0,1
314361835,1,-1,1,0,1
314355179,3,-2,4,0,4
314350809,2,-1,11,0,11
314329173,1,-3,1,0,1
314328560,2,-4,0,3,-3
314299495,3,-1,1,0,1
314280956,2,-1,4,0,4
314270357,1,-3,3,0,3
314230443,2,-2,1,0,1
314226850,2,-2,1,0,1
314207438,2,-2,1,0,1
314202169,1,-2,1,0,1
314190638,1,-2,5,0,5
314132776,1,-1,1,0,1
314043816,2,-3,4,0,4
314033285,3,-2,1,0,1
314026764,3,-1,3,0,3
314024942,2,-2,1,0,1
313934810,2,-3,9,0,9
313916812,2,-2,2,0,2
313899542,2,-1,1,0,1
313851685,1,-2,2,0,2
313839403,2,-2,4,0,4
313839388,2,-2,2,0,2
313823671,1,-3,1,0,1
313498372,2,-1,1,0,1
313453507,2,-2,2,0,2
313419407,1,-2,1,0,1
313348236,2,-2,1,0,1
313341577,3,-2,1,0,1
313339852,4,-2,1,0,1
313248686,1,-2,0,2,-2
313191749,2,-2,3,0,3
313190414,3,-2,2,0,2
313159740,2,-1,2,0,2
313151044,2,-1,1,0,1
313118872,3,-2,1,0,1
313047910,1,-1,1,0,1
312922464,1,-1,1,0,1
312882588,2,-4,2,0,2
312861426,2,-2,4,0,4
312850953,2,-1,2,0,2
312835698,2,-1,1,0,1
312781305,1,-1,1,0,1
312751473,1,-1,1,0,1
312743298,2,-1,6,0,6
312707492,1,-1,1,0,1
312681991,3,-3,8,0,8
312671698,3,-1,1,0,1
312670095,2,-2,2,0,2
312647503,2,-2,4,0,4
312631417,1,-1,3,0,3
312603925,2,-2,2,0,2
312597510,2,-2,1,0,1
312578882,3,-1,2,0,2
312570592,2,-2,9,0,9
312523386,3,-3,1,0,1
312456480,1,-1,1,0,1
312379808,3,-3,6,0,6
312379055,3,-2,1,0,1
312373765,2,-1,4,0,4
312347418,2,-3,1,2,-1
312324594,2,-1,2,0,2
312307693,1,-1,1,0,1
312288567,2,-1,3,0,3
312279552,3,-2,2,0,2
312268929,2,-2,3,0,3
312244173,2,-2,1,0,1
312242140,3,-2,1,0,1
312202577,2,-1,3,0,3
312200239,1,-2,1,0,1
312198977,2,-2,2,0,2
312193432,2,-1,5,0,5
312156216,2,-2,87,0,87
312155494,3,-2,1,0,1
312154904,2,-2,13,0,13
312069837,1,-2,7,0,7
312025792,3,-2,1,0,1
312008589,2,-1,3,0,3
312006724,1,-2,8,0,8
311991634,2,-2,2,0,2
311957756,1,-4,1,0,1
311956747,3,-3,6,0,6
311950315,2,-2,1,0,1
311940676,3,-1,18,4,14
311940150,3,-1,1,0,1
311926077,2,-2,3,0,3
311899388,2,-2,47,0,47
311887997,3,-4,9,0,9
311882002,1,-1,1,0,1
311872382,3,-1,5,0,5
311858508,2,-2,33,0,33
311840323,2,-2,1,0,1
311790106,2,-2,6,0,6
311526845,2,-1,1,0,1
311522812,2,-1,1,0,1
311399306,1,-2,2,0,2
311285392,3,-2,3,0,3
311283262,1,-2,1,0,1
311238064,2,-1,2,0,2
311098203,3,-1,2,0,2
310970348,1,-1,2,0,2
310949964,1,-1,3,0,3
310895794,1,-2,2,0,2
310887684,2,-1,1,0,1
310879764,2,-2,1,0,1
310838400,2,-2,14,0,14
310760962,3,-2,1,0,1
310717429,2,-2,2,0,2
310709143,2,-2,2,0,2
310683963,1,-1,14,0,14
310661319,4,-2,3,0,3
310649870,1,-1,2,0,2
310624882,2,-5,4,0,4
310624076,2,-2,1,0,1
310487088,3,-2,1,0,1
310434889,1,-1,56,0,56
310394957,2,-2,1,0,1
310394888,2,-1,2,0,2
310393927,2,-2,2,0,2
310350236,2,-2,2,0,2
310340283,2,-2,2,0,2
310318569,2,-1,1,0,1
310298121,3,-2,1,0,1
310283835,3,-1,1,0,1
310263660,2,-2,1,0,1
310256450,1,-2,1,0,1
310243894,2,-2,1,0,1
310231557,2,-1,3,0,3
310054856,3,-1,2,0,2
310035525,2,-2,1,0,1
310023763,3,-2,7,0,7
309973637,2,-2,1,0,1
309958728,2,-2,5,0,5
309958292,1,-1,1,0,1
309946756,1,-2,2,0,2
309887108,2,-2,4,0,4
309880328,2,-2,1,0,1
309750864,2,-1,1,0,1
309665995,2,-1,1,0,1
309639325,2,-2,1,0,1
309619611,2,-2,1,0,1
309605149,2,-2,2,0,2
309580248,2,-2,1,0,1
309474660,2,-2,2,0,2
309444937,2,-2,1,0,1
309427738,1,-1,3,0,3
309423114,2,-2,1,0,1
309351720,3,-3,2,0,2
309341659,1,-1,1,0,1
309251903,3,-2,1,0,1
309242273,2,-1,1,0,1
309227887,2,-2,2,0,2
309221267,1,-1,1,0,1
309197392,3,-1,1,0,1
309167075,2,-3,1,0,1
309056086,1,-2,9,0,9
308995308,2,-2,1,0,1
308993506,1,-2,1,0,1
308948517,2,-1,1,0,1
308944248,2,-3,1,0,1
308941636,1,-1,1,0,1
308909647,1,-1,1,0,1
308906662,2,-2,2,0,2
308893240,1,-2,1,0,1
308886691,1,-1,1,0,1
308876262,2,-1,1,0,1
308861333,2,-1,2,0,2
308844985,2,-2,21,0,21
308842108,3,-2,1,0,1
308826641,2,-1,1,0,1
308744934,3,-1,2,0,2
308717561,3,-2,11,0,11
308596538,1,-1,3,0,3
308590925,2,-2,2,0,2
308569326,2,-1,0,3,-3
308553398,1,-1,1,0,1
308479657,2,-2,2,0,2
308376334,3,-2,10,0,10
308332357,1,-1,2,0,2
308321700,3,-2,1,0,1
308290858,3,-3,3,0,3
308283047,2,-2,10,0,10
308234773,2,-2,6,0,6
308223445,2,-2,1,0,1
308182933,1,-2,2,0,2
308153131,2,-2,2,0,2
308143100,1,-1,1,0,1
308061256,1,-1,2,0,2
308048252,3,-1,1,0,1
308032666,2,-2,2,0,2
308008183,2,-1,1,0,1
307964217,2,-1,1,0,1
307956856,2,-2,30,0,30
307951750,2,-2,2,0,2
307920289,3,-1,1,0,1
307908048,2,-1,1,0,1
307904983,2,-2,1,0,1
307891890,2,-1,2,0,2
307877377,1,-3,3,0,3
307735480,2,-2,2,0,2
307733209,1,-2,2,0,2
307711041,2,-2,1,0,1
307653555,2,-2,1,0,1
307621092,2,-3,2,0,2
307611044,3,-2,1,0,1
307594845,2,-1,1,0,1
307575913,2,-2,5,0,5
307541866,3,-1,7,0,7
307528735,2,-2,3,0,3
307517654,2,-2,65,6,59
307418881,2,-1,1,0,1
307382908,2,-2,1,0,1
307312479,1,-3,1,0,1
307266545,2,-1,1,0,1
307241014,2,-1,1,0,1
307227468,2,-2,1,0,1
307194617,2,-1,1,0,1
307152262,3,-1,1,0,1
307104043,3,-1,3,0,3
306982370,1,-1,3,0,3
306974729,2,-3,1,0,1
306949299,3,-1,1,0,1
306901261,1,-1,6,0,6
306859512,3,-2,4,0,4
306685391,2,-2,1,0,1
306681882,1,-1,1,0,1
306652286,3,-2,637,10,627
306592431,2,-1,1,0,1
306533829,2,-2,8,0,8
306511243,2,-1,1,0,1
306478818,3,-1,1,0,1
306387585,3,-2,3,0,3
306378269,3,-1,3,0,3
306364569,2,-1,1,0,1
306348143,2,-3,0,3,-3
306286476,1,-2,5,0,5
306243011,2,-2,1,0,1
306238002,2,-4,9,0,9
306230312,1,-2,1,0,1
306222557,1,-3,2,0,2
306214779,2,-2,1,0,1
306203700,3,-1,0,4,-4
306176227,2,-1,1,0,1
306164069,1,-1,2,0,2
306163220,1,-2,1,0,1
306157022,2,-2,16,0,16
306047924,3,-2,1,0,1
306011667,3,-2,2,0,2
305982440,2,-2,1,0,1
305956645,2,-1,2,0,2
305948906,2,-2,10,0,10
305928245,2,-1,1,0,1
305868554,2,-2,9,0,9
305796421,2,-2,3,0,3
305779543,3,-2,2,0,2
305768407,2,-1,3,0,3
305764460,2,-2,1,0,1
305741739,1,-1,2,0,2
305741073,2,-2,0,3,-3
305738863,2,-1,2,0,2
305731285,2,-2,1,0,1
305681685,2,-1,3,0,3
305651433,2,-2,1,0,1
305612751,2,-2,1,0,1
305585742,3,-1,3,0,3
305580080,3,-1,6,0,6
305578099,2,-2,19,0,19
305537729,2,-1,1,0,1
305493574,2,-1,3,3,0
305490982,3,-1,1,0,1
305471944,1,-1,2,0,2
305432921,2,-1,1,0,1
305430981,3,-2,1,0,1
305308819,2,-2,4,0,4
305268538,2,-2,1,0,1
305194502,2,-3,1,0,1
305179404,2,-2,5,0,5
305176081,3,-2,1,0,1
305127509,1,-1,1,0,1
305106618,1,-2,1,0,1
305073641,1,-2,1,0,1
305048391,2,-3,1,0,1
305047636,3,-1,8,0,8
304965569,2,-2,0,3,-3
304960972,2,-2,2,0,2
304956413,1,-2,0,3,-3
304912113,2,-3,14,0,14
304863652,3,-2,1,0,1
304806802,1,-1,7,0,7
304781300,2,-2,4,0,4
304777903,2,-1,4,0,4
304771301,2,-2,2,0,2
304766293,2,-2,7,0,7
304738823,3,-1,2,0,2
304718096,2,-2,1,0,1
304631553,2,-2,75,0,75
304612328,2,-2,7,0,7
304512466,2,-2,1,0,1
304487213,1,-3,1,0,1
304458227,2,-1,2,0,2
304384440,1,-1,10,0,10
304322427,1,-1,1,0,1
304246758,2,-2,16,0,16
304221582,1,-3,3,0,3
304212728,3,-2,3,0,3
304178416,2,-1,2,0,2
304176240,2,-1,1,0,1
304166644,2,-2,1,0,1
304165765,2,-2,5,0,5
304160209,2,-3,2,0,2
304132498,1,-1,11,0,11
304124731,1,-1,0,3,-3
304113799,3,-3,5,0,5
304109207,2,-2,1,0,1
304106497,2,-1,2,0,2
304099918,3,-2,1,0,1
304077420,2,-2,7,0,7
304077372,2,-1,1,0,1
304061496,1,-1,9,0,9
304046844,3,-1,3,0,3
304016314,2,-2,11,0,11
303993581,2,-1,2,0,2
303978869,3,-1,4,0,4
303973586,1,-3,1,0,1
303970151,3,-2,3,0,3
303962657,1,-1,1,0,1
303948090,1,-1,1,0,1
303914279,2,-2,2,0,2
303886001,2,-1,14,0,14
303870368,1,-3,1,0,1
303857584,1,-1,6,0,6
303813832,1,-2,1,0,1
303806530,3,-4,10,0,10
303790366,2,-1,1,0,1
303787054,1,-2,1,0,1
303769893,1,-1,0,3,-3
303765279,2,-1,1,0,1
303753314,3,-2,30,0,30
303744780,2,-1,1,0,1
303722352,2,-2,1,0,1
303706254,2,-1,2,0,2
303703096,2,-1,1,0,1
303702308,3,-1,1,0,1
303668527,3,-1,2,0,2
303653752,2,-2,1,0,1
303630936,1,-1,2,0,2
303585434,2,-2,3,0,3
303580456,3,-1,1,0,1
303580076,1,-2,1,0,1
303568091,2,-2,1,0,1
303561811,2,-2,5,0,5
303559024,2,-1,6,0,6
303541051,2,-2,1,0,1
303481615,1,-2,2,0,2
303452806,2,-3,1,0,1
303442159,2,-2,1,0,1
303440357,2,-2,1,0,1
303428807,2,-3,4,0,4
303424605,2,-1,2,0,2
303355468,1,-1,2,0,2
303314047,2,-2,9,0,9
303282160,1,-1,2,0,2
