issueId,pos,neg,reaction_pos,reaction_neg,reaction
179059843,2,-2,34,0,34
179050489,3,-2,81,10,71
179031078,1,-1,10,0,10
178696156,3,-3,19,0,19
177762206,2,-4,106,0,106
177609282,3,-1,86,0,86
177602289,2,-2,23,0,23
177538275,3,-2,33,0,33
177469424,2,-1,18,0,18
176851799,1,-2,83,0,83
176739576,1,-1,15,0,15
176726903,3,-2,21,0,21
176507693,2,-4,9,3,6
175273992,2,-1,15,0,15
174968572,3,-2,32,0,32
173648217,3,-3,55,0,55
171946445,1,-3,10,0,10
171028169,3,-2,57,6,51
170744746,3,-4,77,0,77
169454442,2,-1,38,0,38
169273404,2,-1,23,0,23
168753067,2,-2,13,0,13
168487319,3,-1,21,0,21
168306013,2,-1,10,0,10
168193165,1,-1,12,0,12
168056318,3,-2,14,0,14
167682273,2,-1,29,0,29
167602431,3,-3,40,0,40
167592547,2,-1,19,0,19
167577118,2,-1,11,0,11
167433480,2,-2,114,0,114
167280008,1,-1,22,0,22
167195324,2,-2,72,0,72
167130904,2,-1,17,0,17
167112567,2,-2,41,0,41
167091199,3,-1,12,0,12
167087382,2,-1,14,0,14
166457020,2,-2,12,0,12
342915204,3,-1,172,0,172
312386679,2,-1,13,0,13
305419028,1,-2,14,0,14
304758162,3,-1,70,0,70
302163106,1,-1,11,0,11
301063579,3,-1,22,0,22
294151036,3,-2,34,0,34
293322887,3,-1,22,0,22
284899199,2,-1,24,0,24
284089065,2,-2,10,0,10
282294120,3,-2,18,3,15
281620682,3,-1,29,0,29
280754801,2,-1,11,0,11
279830500,3,-1,15,0,15
262822072,3,-1,12,0,12
240662242,2,-2,96,0,96
239731876,1,-1,28,0,28
237664677,1,-1,28,3,25
236643127,3,-2,10,0,10
224579532,3,-1,17,3,14
219605021,1,-1,280,4,276
217585884,3,-2,5,15,-10
215379974,4,-1,116,0,116
215376161,3,-2,50,0,50
210241370,1,-2,19,0,19
197467224,2,-1,8,6,2
195853517,1,-1,10,0,10
195501892,3,-1,2,24,-22
192788785,2,-1,14,0,14
190614523,3,-2,45,0,45
189282142,3,-1,10,0,10
185644763,3,-2,12,0,12
185232936,2,-2,12,0,12
183281445,3,-1,50,0,50
179272307,2,-1,12,0,12
176530402,1,-1,39,0,39
176026104,2,-1,20,0,20
173913814,2,-1,10,0,10
172623440,1,-2,16,6,10
170181309,2,-2,44,0,44
167944204,2,-1,10,0,10
166117832,3,-1,317,0,317
166081296,3,-1,16,0,16
164086847,3,-1,16,0,16
162943380,2,-1,17,0,17
161357225,2,-1,34,0,34
158756640,1,-1,29,0,29
156847964,2,-2,26,0,26
155053463,3,-1,45,0,45
154264254,3,-1,12,0,12
154106862,3,-1,16,0,16
152051377,1,-1,11,0,11
151845159,3,-1,12,0,12
150718298,1,-1,10,0,10
140863514,3,-1,453,0,453
140214381,2,-1,11,12,-1
139681437,1,-1,12,0,12
136668726,3,-1,11,0,11
135653020,2,-1,19,0,19
135291807,3,-2,16,0,16
131934513,3,-1,178,0,178
127296453,2,-1,10,0,10
124563021,3,-2,38,0,38
122731260,1,-2,13,0,13
121097243,2,-1,12,0,12
120887909,3,-1,19,0,19
117469848,2,-1,31,0,31
115781413,2,-1,145,0,145
112427078,1,-1,11,0,11
110701682,1,-1,27,0,27
110246641,2,-1,11,0,11
109948969,1,-1,14,0,14
109033154,3,-2,918,20,898
108486376,1,-1,11,0,11
104563369,2,-2,27,0,27
99844046,2,-1,10,0,10
98369990,2,-1,13,0,13
98361470,2,-1,15,0,15
94494652,3,-2,147,0,147
94102617,2,-1,175,6,169
93301756,2,-2,14,0,14
93286084,1,-1,42,0,42
93106643,2,-1,11,0,11
89968459,1,-1,12,0,12
87083331,3,-1,10,0,10
85504887,1,-1,10,0,10
82396667,2,-1,47,0,47
79410692,1,-1,32,0,32
79387724,3,-1,45,0,45
75951419,2,-1,39,0,39
74969051,3,-1,21,0,21
74598984,4,-1,16,0,16
74459695,2,-1,20,0,20
68045903,2,-1,19,0,19
64503961,1,-1,34,0,34
63251635,3,-2,15,0,15
60909637,2,-1,65,0,65
60442762,3,-2,10,0,10
59491037,2,-1,10,0,10
59047890,2,-1,31,0,31
57976746,3,-1,191,0,191
57925236,3,-3,13,0,13
57532268,2,-1,57,0,57
57465950,1,-1,17,0,17
56566402,2,-1,19,0,19
56175071,1,-1,37,0,37
55816432,2,-1,10,0,10
55185285,2,-1,18,0,18
54689209,1,-1,25,0,25
54139840,3,-1,10,0,10
53708901,3,-2,80,0,80
53316785,2,-1,10,0,10
53188555,1,-2,13,0,13
53079904,2,-2,13,0,13
52422084,1,-1,10,0,10
51971034,1,-1,14,0,14
51889133,1,-1,40,0,40
51263485,1,-2,17,0,17
51058611,2,-1,35,0,35
50521692,3,-1,17,0,17
50508200,1,-1,13,0,13
50453502,2,-1,11,0,11
50158987,2,-1,20,0,20
49689144,2,-1,79,0,79
49187784,3,-2,24,0,24
46729391,3,-1,33,0,33
46563418,2,-2,25,0,25
44893942,1,-1,11,0,11
44881052,1,-1,39,0,39
44876154,2,-2,12,0,12
44657350,2,-1,18,0,18
44546740,2,-1,10,0,10
44241726,2,-1,44,0,44
44004110,3,-1,11,0,11
43631195,2,-1,28,0,28
43225875,1,-1,10,0,10
43118138,2,-1,10,0,10
42744101,2,-1,54,0,54
42725334,3,-2,89,0,89
42482209,2,-1,70,0,70
42193516,3,-1,13,0,13
42156945,3,-1,101,0,101
42065686,2,-1,18,0,18
42057141,3,-1,48,0,48
41945366,1,-1,81,0,81
41391912,3,-2,12,0,12
40979347,4,-1,29,0,29
40689795,3,-2,11,0,11
39953462,2,-1,19,0,19
39804304,1,-1,233,0,233
39742378,3,-4,36,0,36
39653529,2,-2,24,0,24
39276288,3,-1,12,0,12
38558355,1,-1,78,0,78
38519327,2,-1,16,0,16
37852753,1,-1,20,0,20
37578045,2,-1,32,0,32
37568194,2,-1,14,0,14
37218965,2,-1,127,0,127
37181319,2,-1,13,0,13
37150242,1,-1,24,0,24
36822428,2,-1,44,0,44
36597028,3,-1,13,0,13
36289924,2,-1,12,0,12
35653117,3,-2,23,0,23
35561209,3,-2,27,0,27
35469520,3,-1,29,0,29
35340612,3,-2,20,0,20
35097451,2,-1,23,0,23
35073588,3,-1,145,0,145
34785465,3,-1,24,0,24
34620442,1,-1,22,0,22
34558640,2,-3,31,0,31
34543528,1,-1,33,0,33
34392462,2,-1,11,0,11
34212322,3,-1,62,0,62
33912552,3,-1,21,0,21
33757635,2,-1,47,0,47
33340763,3,-1,15,0,15
33320103,3,-1,12,0,12
32285790,3,-4,31,0,31
32272736,3,-1,83,0,83
31869699,1,-1,19,2,17
31859763,2,-1,20,0,20
31775257,1,-1,33,0,33
31623489,3,-1,187,0,187
31145650,2,-1,17,0,17
30358690,1,-1,10,0,10
30046027,3,-1,11,0,11
28947946,3,-1,106,0,106
28668885,1,-1,22,0,22
28085262,2,-1,74,0,74
27939731,2,-2,10,0,10
27754682,3,-1,45,0,45
27466421,2,-1,49,0,49
27466135,2,-1,14,0,14
27444645,3,-1,16,0,16
27439050,4,-1,19,0,19
27019737,3,-1,68,0,68
26792806,2,-1,11,0,11
26544771,2,-1,14,0,14
26325624,1,-1,26,0,26
26139669,3,-1,26,0,26
25883889,2,-1,13,0,13
25882017,4,-2,18,0,18
25805519,2,-1,17,0,17
25486437,3,-1,61,0,61
25392625,4,-1,78,0,78
25370112,2,-1,45,0,45
25253746,2,-1,21,0,21
25046971,2,-1,15,0,15
24919357,3,-1,21,0,21
24897586,1,-1,25,0,25
24855030,1,-1,16,0,16
24795260,2,-1,22,0,22
24698360,2,-1,19,2,17
24674817,1,-1,57,0,57
24591910,2,-1,53,0,53
24407852,1,-1,44,0,44
24366882,3,-1,15,0,15
24301920,3,-1,32,0,32
24299295,3,-1,42,0,42
24155046,1,-1,68,6,62
23937675,2,-1,61,0,61
23713414,3,-1,20,0,20
23701329,3,-1,19,0,19
23499657,2,-1,12,0,12
23327559,2,-1,35,0,35
23058877,2,-2,14,0,14
22986946,2,-2,12,0,12
22726581,2,-1,45,0,45
22558226,3,-1,10,0,10
22527965,3,-1,34,0,34
22501059,1,-1,56,0,56
22385288,3,-1,38,0,38
22332252,2,-1,48,0,48
22051542,2,-1,13,0,13
21956964,3,-3,47,0,47
21744809,2,-2,11,0,11
21713642,3,-1,75,0,75
21353624,2,-4,14,0,14
21197807,3,-1,70,0,70
21090924,3,-1,13,0,13
20999905,3,-1,13,0,13
20587616,3,-1,18,0,18
20469066,1,-1,27,0,27
20414538,4,-2,26,0,26
20354563,1,-1,46,0,46
20283661,2,-1,14,0,14
20210896,2,-1,27,0,27
20115823,1,-1,15,0,15
20076767,3,-1,28,0,28
19746563,3,-1,54,0,54
19709719,2,-1,11,0,11
19562806,3,-3,49,0,49
19510239,2,-1,12,0,12
19510153,1,-1,17,0,17
19304058,2,-1,56,0,56
19071447,3,-1,16,0,16
19039149,1,-1,11,0,11
18844487,2,-2,12,0,12
18832287,2,-1,33,0,33
18826138,3,-2,12,0,12
18790886,2,-1,29,0,29
18690810,2,-2,63,0,63
18459795,1,-1,38,3,35
18441718,1,-1,47,0,47
18374790,1,-2,10,0,10
18311976,3,-1,24,0,24
18208985,2,-1,22,0,22
18202364,2,-1,27,0,27
18100797,1,-1,84,0,84
18098616,1,-1,19,0,19
18098547,1,-1,33,0,33
18093923,1,-1,10,0,10
18058101,3,-1,17,0,17
17998554,1,-1,18,0,18
17930399,1,-2,41,6,35
17866872,2,-1,23,0,23
17811270,2,-1,18,0,18
17683863,1,-1,19,0,19
17613996,4,-2,14,0,14
17611237,3,-1,20,0,20
17602232,3,-1,91,0,91
17583151,3,-1,42,0,42
17472936,2,-1,29,0,29
17442990,3,-2,25,0,25
17440669,2,-1,12,0,12
17391005,3,-1,65,0,65
17315632,3,-1,18,0,18
17257436,1,-1,10,0,10
17211245,4,-1,160,0,160
16988014,3,-2,17,0,17
16970493,2,-1,28,0,28
16836951,2,-1,17,0,17
16805266,3,-1,17,0,17
16790708,2,-1,17,0,17
16674301,3,-1,30,0,30
16670100,3,-1,94,0,94
16573584,1,-1,141,0,141
16544895,1,-1,48,0,48
16544786,1,-1,22,0,22
16238817,3,-2,62,0,62
16211674,3,-1,33,0,33
16163195,2,-1,46,0,46
16152041,3,-1,12,0,12
16151054,3,-1,15,0,15
16137997,1,-1,28,0,28
16051498,2,-2,13,0,13
16021578,1,-1,38,0,38
16004148,2,-1,22,0,22
16004048,2,-1,45,0,45
15926945,2,-2,80,0,80
15897633,1,-1,18,0,18
15874647,1,-1,19,0,19
15858327,3,-1,12,0,12
15735243,3,-1,47,0,47
15689488,3,-1,17,0,17
15681980,3,-1,16,0,16
15649794,1,-1,14,0,14
15594088,2,-1,14,0,14
15593312,2,-2,34,0,34
15555178,3,-1,13,0,13
15551750,3,-1,13,0,13
15536115,1,-1,25,0,25
15530322,3,-2,42,0,42
15510185,2,-2,10,0,10
15490314,3,-1,12,0,12
15486238,3,-3,23,0,23
15479819,2,-1,12,0,12
15467498,3,-2,22,0,22
15081101,2,-1,49,0,49
14901550,2,-3,33,0,33
14771895,2,-1,20,3,17
14763934,3,-1,67,0,67
14751777,3,-1,19,0,19
14664706,1,-1,43,0,43
14608799,3,-1,119,0,119
14548566,3,-1,55,0,55
14512906,2,-1,12,0,12
14412118,2,-1,14,0,14
14400253,2,-1,67,0,67
14364679,3,-1,34,0,34
14215663,3,-1,27,0,27
14187861,3,-1,215,0,215
14019646,3,-2,39,0,39
13535875,3,-1,145,0,145
12765460,2,-1,14,0,14
12741324,1,-3,41,0,41
12638150,1,-1,21,0,21
12589185,1,-1,28,0,28
12370724,1,-1,131,0,131
12023128,3,-1,53,0,53
11916487,1,-1,47,0,47
11632605,1,-1,27,0,27
11555827,3,-1,85,0,85
11019495,1,-1,16,0,16
10732200,1,-2,17,0,17
10591888,2,-1,28,0,28
10539547,2,-1,25,0,25
10501054,3,-1,34,0,34
10460096,1,-1,69,0,69
10460030,2,-1,36,0,36
10440405,3,-1,19,0,19
10358657,2,-1,12,0,12
10256660,2,-1,27,0,27
10081485,2,-1,10,0,10
10069712,3,-1,14,0,14
9920773,3,-2,13,0,13
9872476,2,-1,17,0,17
9769699,3,-1,18,0,18
9766969,4,-4,12,0,12
9749656,3,-1,11,0,11
8945754,3,-1,24,0,24
8444949,2,-1,22,0,22
8314028,1,-1,44,0,44
7767296,1,-1,32,0,32
7677823,1,-1,23,0,23
7580400,1,-2,20,0,20
7365749,2,-1,15,0,15
7154409,2,-4,133,0,133
7106681,1,-1,81,0,81
6791356,3,-2,34,0,34
6697357,2,-2,10,0,10
6370779,1,-1,104,0,104
6098616,3,-1,45,0,45
5126172,2,-2,21,0,21
5093164,3,-1,14,0,14
4936721,3,-1,10,0,10
4916756,2,-1,42,0,42
4909897,2,-1,93,0,93
4311476,3,-1,32,0,32
4124164,3,-2,30,0,30
321725258,1,-2,11,0,11
315664195,4,-1,17,0,17
313671226,2,-2,15,0,15
312146778,2,-1,33,0,33
309406293,2,-2,24,0,24
303932442,2,-3,18,0,18
303596069,2,-2,13,0,13
303505229,2,-3,10,8,2
299534507,2,-2,26,0,26
292867350,2,-2,32,0,32
290720740,2,-4,10,0,10
290412583,1,-2,20,0,20
290108432,2,-1,11,0,11
289823723,2,-2,28,0,28
289437175,2,-2,15,0,15
289240651,3,-4,35,0,35
287842999,2,-3,11,0,11
285165099,2,-3,14,0,14
276223882,3,-2,21,0,21
274167754,2,-3,10,0,10
273626789,2,-2,13,0,13
272388071,2,-2,105,40,65
270887248,2,-2,11,0,11
270736774,2,-2,10,0,10
270053554,3,-2,73,0,73
269673629,3,-1,16,0,16
269183034,1,-1,49,0,49
269029699,2,-2,25,0,25
268388673,2,-2,27,0,27
267589912,1,-2,12,0,12
266916675,1,-2,13,0,13
266402561,2,-2,9,2,7
266156611,2,-1,20,0,20
263323515,1,-1,21,0,21
263118379,2,-2,11,0,11
262948880,1,-1,34,0,34
260498349,2,-1,39,0,39
260245812,2,-2,16,0,16
259968973,2,-1,22,0,22
259467813,1,-2,19,0,19
256413352,1,-1,16,0,16
255039482,2,-1,46,0,46
254831767,2,-2,13,0,13
254603973,2,-1,29,0,29
254136242,1,-2,23,0,23
253061096,1,-1,30,0,30
253026115,2,-2,19,0,19
252829365,2,-1,32,0,32
252505354,2,-1,18,0,18
252072596,3,-1,222,0,222
251976103,2,-3,15,0,15
251703657,2,-1,10,0,10
251521233,2,-3,11,0,11
251395719,2,-1,17,0,17
251381418,3,-1,10,0,10
251299888,2,-3,42,0,42
251220418,2,-2,24,0,24
251218147,3,-2,36,0,36
250829149,3,-2,14,0,14
250792946,1,-1,18,0,18
250748045,3,-3,12,0,12
250720341,2,-1,33,0,33
250689745,2,-3,49,0,49
250221390,1,-1,30,0,30
243330345,2,-2,212,0,212
241113578,1,-1,28,0,28
237368330,1,-2,14,0,14
329202486,1,-1,48,0,48
307901355,2,-2,11,0,11
295610992,1,-1,35,6,29
286031141,2,-2,48,0,48
285177570,2,-2,12,0,12
273928503,1,-1,23,0,23
270511547,3,-1,28,0,28
263771608,2,-2,13,0,13
261888863,2,-2,18,0,18
258487844,3,-4,86,0,86
258285069,2,-1,12,0,12
246333423,2,-2,46,0,46
246001216,2,-2,12,0,12
241831089,2,-2,19,0,19
241558993,2,-2,14,0,14
239882438,2,-2,10,0,10
239194617,2,-2,22,0,22
238770847,3,-1,13,0,13
235721771,2,-3,20,0,20
234910589,2,-2,12,0,12
233373007,2,-2,23,0,23
231945638,2,-2,18,0,18
231428333,2,-2,18,0,18
231137354,3,-2,14,0,14
226112171,2,-2,29,0,29
225436125,3,-3,86,0,86
225258074,3,-2,38,0,38
225146773,2,-2,10,0,10
224788051,2,-2,13,0,13
224523501,2,-2,19,0,19
224270942,2,-2,6,12,-6
220186363,1,-3,18,0,18
219831042,2,-2,25,0,25
219806059,1,-2,0,20,-20
218223323,2,-4,13,0,13
212902625,2,-2,88,0,88
211880369,1,-2,16,0,16
211486073,2,-2,15,0,15
211087920,2,-2,23,0,23
210474669,3,-2,10,3,7
209711695,2,-2,12,0,12
207831514,2,-2,12,2,10
207291616,2,-2,15,0,15
205511575,3,-2,9,4,5
203308361,2,-2,21,0,21
198382091,2,-2,15,0,15
197477579,2,-3,11,0,11
196548002,2,-2,11,0,11
195997192,2,-2,30,0,30
195888107,2,-2,12,0,12
191459502,2,-2,30,0,30
189683103,3,-2,14,0,14
185481898,2,-3,12,0,12
183304541,2,-1,63,0,63
183262840,1,-2,13,0,13
182976263,2,-2,13,0,13
181838588,2,-2,11,0,11
181659914,2,-2,11,0,11
181063010,3,-2,11,0,11
180940843,3,-2,12,0,12
180600999,3,-1,21,0,21
180209153,2,-3,10,0,10
180158151,2,-2,11,0,11
180030607,1,-2,22,0,22
179882940,1,-1,15,0,15
179292714,2,-2,11,0,11
178835181,2,-2,14,0,14
178794607,3,-1,11,0,11
177814153,2,-2,29,0,29
177486582,1,-2,13,0,13
177408329,2,-1,20,0,20
177100199,1,-1,10,3,7
173594632,3,-1,16,0,16
170010773,2,-2,19,0,19
167717821,2,-2,19,0,19
163810847,2,-2,11,0,11
163649000,3,-2,14,0,14
163575823,3,-1,20,0,20
163272522,2,-2,11,0,11
162230213,1,-1,24,0,24
161321900,2,-2,21,0,21
160421570,1,-2,21,0,21
159684216,2,-2,11,0,11
159259643,3,-1,10,0,10
158949371,1,-2,47,0,47
158742202,2,-2,13,0,13
157679905,2,-1,11,0,11
157467123,2,-2,15,0,15
156477211,1,-1,12,0,12
156297564,3,-3,21,0,21
156244549,2,-1,10,0,10
155516260,1,-1,20,0,20
154859415,2,-2,18,0,18
154589758,2,-2,18,0,18
154467204,1,-2,11,0,11
153928174,2,-2,16,0,16
153470790,1,-2,19,0,19
152973467,3,-2,11,0,11
152814773,2,-2,15,0,15
149403292,3,-1,14,0,14
148914129,1,-1,12,0,12
147972895,3,-2,30,0,30
144933886,1,-2,13,0,13
143408676,2,-2,10,0,10
141956964,3,-2,9,7,2
140773145,1,-2,14,0,14
138576357,2,-2,33,0,33
135143893,1,-2,11,0,11
133177706,2,-1,16,0,16
133131626,2,-2,19,2,17
133034688,2,-2,10,0,10
133028971,1,-1,10,0,10
133025736,1,-1,12,0,12
127670719,3,-2,94,0,94
127315921,2,-1,12,0,12
34699403,2,-1,11,5,6
342139923,2,-3,11,0,11
340203045,2,-2,22,0,22
336552550,2,-2,34,6,28
333689159,2,-2,22,0,22
325889581,2,-3,15,0,15
323892489,2,-2,11,0,11
316927434,2,-2,11,0,11
314393574,3,-3,12,0,12
313269685,2,-4,22,0,22
312887074,3,-3,11,0,11
311470925,2,-2,10,0,10
304085891,2,-3,10,0,10
303911453,2,-2,14,0,14
302458351,2,-4,12,0,12
298766557,2,-2,18,0,18
297085184,2,-2,15,0,15
292084257,2,-2,33,0,33
290630201,1,-2,22,0,22
288173884,3,-3,12,0,12
286293887,3,-2,10,0,10
